Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,AI_Impact_Level,Automation_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2022,Australia,Amazon,Mobile Developer,Senior,98052,61,Moderate Impact,High,56,9,40
2023,Canada,TCS,Frontend Developer,Senior,84757,75,Moderate Impact,Medium,54,9,44
2022,UK,Amazon,Data Analyst,Senior,97778,100,Growing Demand,Medium,58,7,48
2023,Germany,TCS,AI Engineer,Junior,131779,81,High Demand,Low,62,7,49
2025,Canada,TCS,Frontend Developer,Senior,116707,58,Moderate Impact,Medium,74,6,42
2023,Australia,Microsoft,Data Scientist,Mid,109759,100,High Demand,Low,80,9,35
2023,Germany,Meta,ML Engineer,Mid,141151,93,High Demand,Low,59,9,37
2025,UK,Accenture,Frontend Developer,Mid,76669,76,Moderate Impact,Medium,59,9,38
2025,Australia,Microsoft,Backend Developer,Mid,105555,56,Moderate Impact,Medium,80,6,50
2022,USA,Infosys,AI Engineer,Mid,211621,96,High Demand,Low,73,6,48
2023,UK,Infosys,Mobile Developer,Junior,90258,67,Moderate Impact,Medium,84,6,41
2023,USA,Meta,Frontend Developer,Mid,115958,81,Moderate Impact,High,85,8,38
2023,Germany,Meta,Data Scientist,Mid,109619,97,High Demand,Low,58,6,46
2022,USA,NVIDIA,Backend Developer,Senior,143773,93,Moderate Impact,Medium,73,7,48
2022,USA,Wipro,Frontend Developer,Senior,142035,82,Moderate Impact,High,69,8,42
2023,Australia,Amazon,Data Analyst,Junior,125338,83,Growing Demand,Medium,61,10,44
2024,Australia,Accenture,AI Engineer,Junior,143115,85,High Demand,Low,76,7,46
2024,USA,Accenture,Backend Developer,Junior,134112,72,Moderate Impact,Medium,86,7,35
2024,Canada,IBM,AI Engineer,Junior,131225,100,High Demand,Low,75,10,37
2025,Germany,NVIDIA,Data Scientist,Junior,128703,100,High Demand,Low,57,7,38
2022,Australia,Google,Mobile Developer,Senior,77220,75,Moderate Impact,High,61,6,38
2025,India,TCS,Data Analyst,Mid,44506,100,Growing Demand,Medium,55,8,37
2023,USA,Meta,Full Stack Developer,Junior,134665,72,Moderate Impact,Medium,88,7,36
2022,India,Google,Data Scientist,Mid,31389,82,High Demand,Low,66,6,45
2024,Canada,Accenture,Data Analyst,Junior,88489,97,Growing Demand,Medium,73,8,50
2023,Australia,Wipro,Data Analyst,Junior,107757,100,Growing Demand,Medium,73,7,44
2025,USA,Infosys,ML Engineer,Junior,209836,100,High Demand,Low,56,7,44
2022,USA,Microsoft,Data Analyst,Senior,99684,87,Growing Demand,Medium,55,8,47
2022,India,Meta,Mobile Developer,Mid,28647,60,Moderate Impact,Medium,51,7,39
2023,Canada,OpenAI,Backend Developer,Junior,87675,86,Moderate Impact,High,76,9,40
2025,USA,Microsoft,Mobile Developer,Junior,116417,66,Moderate Impact,High,75,10,35
2024,Germany,Infosys,Data Analyst,Mid,118905,96,Growing Demand,Medium,73,6,48
2025,UK,Wipro,Full Stack Developer,Junior,80374,82,Moderate Impact,Medium,88,7,37
2024,India,TCS,Data Scientist,Mid,35329,95,High Demand,Low,68,6,43
2025,Canada,Meta,Full Stack Developer,Senior,83706,62,Moderate Impact,High,54,8,45
2024,India,Microsoft,Frontend Developer,Mid,26464,85,Moderate Impact,Medium,76,8,44
2022,India,OpenAI,Frontend Developer,Mid,27109,71,Moderate Impact,High,87,9,46
2022,USA,Microsoft,Mobile Developer,Senior,121147,62,Moderate Impact,High,77,8,49
2022,India,Amazon,Frontend Developer,Mid,17309,58,Moderate Impact,High,61,10,45
2023,Canada,NVIDIA,Frontend Developer,Mid,93264,79,Moderate Impact,Medium,74,6,36
2025,Australia,Microsoft,Frontend Developer,Junior,109474,70,Moderate Impact,High,81,7,39
2023,Germany,TCS,Backend Developer,Senior,101674,64,Moderate Impact,High,90,10,48
2023,Germany,NVIDIA,ML Engineer,Junior,141343,100,High Demand,Low,62,7,38
2022,India,Amazon,Frontend Developer,Senior,22759,71,Moderate Impact,Medium,68,7,38
2025,Australia,OpenAI,Frontend Developer,Mid,130943,78,Moderate Impact,Medium,76,8,44
2022,India,Microsoft,AI Engineer,Senior,43029,84,High Demand,Low,79,9,41
2025,India,Accenture,Data Analyst,Junior,30269,99,Growing Demand,Medium,55,6,42
2025,Canada,Microsoft,Data Scientist,Mid,154051,82,High Demand,Low,54,10,45
2023,India,IBM,Mobile Developer,Mid,39484,70,Moderate Impact,High,90,10,38
2022,UK,Microsoft,ML Engineer,Junior,91451,84,High Demand,Low,70,8,50
2025,UK,Google,ML Engineer,Mid,109527,97,High Demand,Low,54,7,39
2022,UK,IBM,ML Engineer,Mid,88777,100,High Demand,Low,71,7,37
2023,Australia,IBM,ML Engineer,Senior,142302,100,High Demand,Low,81,7,36
2022,UK,TCS,Full Stack Developer,Mid,72814,78,Moderate Impact,High,70,6,48
2022,Germany,Wipro,AI Engineer,Senior,91905,100,High Demand,Low,70,8,37
2022,Canada,IBM,Full Stack Developer,Mid,73029,84,Moderate Impact,High,50,10,44
2023,Germany,Wipro,Data Analyst,Senior,117474,68,Growing Demand,Medium,90,10,48
2025,India,Google,Data Scientist,Senior,25407,73,High Demand,Low,59,9,43
2022,Germany,OpenAI,Backend Developer,Junior,72470,73,Moderate Impact,High,76,10,48
2025,USA,Accenture,Full Stack Developer,Mid,176881,71,Moderate Impact,Medium,55,8,35
2024,Australia,TCS,Data Scientist,Junior,154760,87,High Demand,Low,65,8,49
2022,India,Meta,Data Scientist,Senior,39302,100,High Demand,Low,89,8,37
2022,USA,Amazon,Backend Developer,Senior,90435,79,Moderate Impact,Medium,74,7,39
2025,Australia,IBM,ML Engineer,Junior,142859,100,High Demand,Low,55,8,43
2023,Germany,Wipro,Data Scientist,Mid,130158,81,High Demand,Low,52,8,43
2022,India,OpenAI,AI Engineer,Junior,32329,85,High Demand,Low,73,6,38
2022,USA,Wipro,Data Scientist,Junior,149151,100,High Demand,Low,64,8,37
2024,India,Google,ML Engineer,Junior,42084,100,High Demand,Low,65,9,42
2025,India,Accenture,Full Stack Developer,Mid,40331,77,Moderate Impact,High,85,8,40
2022,Canada,NVIDIA,Data Analyst,Junior,72939,83,Growing Demand,Medium,73,8,48
2022,Germany,Amazon,Data Scientist,Senior,97307,79,High Demand,Low,61,7,43
2023,USA,OpenAI,Full Stack Developer,Junior,151921,79,Moderate Impact,High,74,9,43
2022,USA,Microsoft,ML Engineer,Mid,159913,88,High Demand,Low,53,8,49
2022,Australia,NVIDIA,Mobile Developer,Junior,105745,54,Moderate Impact,High,60,7,44
2022,UK,Google,Mobile Developer,Junior,75902,80,Moderate Impact,High,83,6,45
2024,USA,OpenAI,Data Scientist,Mid,134581,87,High Demand,Low,54,10,44
2023,UK,Amazon,Mobile Developer,Junior,91922,79,Moderate Impact,Medium,87,7,35
2023,Germany,Accenture,Frontend Developer,Senior,119635,59,Moderate Impact,Medium,52,8,37
2024,Australia,Google,AI Engineer,Senior,115501,100,High Demand,Low,78,7,46
2024,USA,IBM,ML Engineer,Senior,249836,82,High Demand,Low,61,7,38
2023,Canada,Google,Data Analyst,Junior,100758,81,Growing Demand,Medium,59,6,35
2024,Australia,OpenAI,ML Engineer,Senior,157203,90,High Demand,Low,68,7,48
2022,USA,Wipro,ML Engineer,Senior,157189,86,High Demand,Low,78,9,36
2024,Australia,Wipro,Data Scientist,Senior,129476,96,High Demand,Low,78,8,50
2025,USA,Microsoft,Mobile Developer,Senior,162450,65,Moderate Impact,Medium,63,9,44
2023,USA,Infosys,Data Analyst,Senior,158608,100,Growing Demand,Medium,85,8,50
2022,UK,TCS,Mobile Developer,Junior,86457,59,Moderate Impact,Medium,53,6,49
2024,Australia,Amazon,Backend Developer,Mid,114268,70,Moderate Impact,High,69,10,43
2022,UK,Infosys,Data Scientist,Senior,123625,80,High Demand,Low,87,7,44
2024,UK,IBM,Frontend Developer,Mid,71165,58,Moderate Impact,Medium,61,10,50
2023,Canada,Amazon,Backend Developer,Senior,84204,55,Moderate Impact,Medium,83,7,43
2024,Canada,Wipro,Mobile Developer,Senior,111019,68,Moderate Impact,High,80,6,40
2025,Canada,Wipro,Backend Developer,Senior,112052,57,Moderate Impact,Medium,53,7,49
2025,Canada,Infosys,Frontend Developer,Senior,112778,73,Moderate Impact,Medium,64,9,39
2024,India,OpenAI,Backend Developer,Senior,30669,52,Moderate Impact,High,71,9,36
2022,UK,Microsoft,AI Engineer,Mid,104116,100,High Demand,Low,68,8,49
2024,USA,Microsoft,Full Stack Developer,Senior,108396,72,Moderate Impact,Medium,90,7,47
2022,UK,TCS,Backend Developer,Junior,85169,61,Moderate Impact,High,76,9,48
2024,Australia,Infosys,Frontend Developer,Junior,121383,77,Moderate Impact,High,52,6,46
2024,Canada,OpenAI,Data Scientist,Junior,122369,93,High Demand,Low,82,7,39
2022,Australia,OpenAI,Data Scientist,Senior,132879,96,High Demand,Low,53,7,35
2022,UK,Accenture,Full Stack Developer,Mid,89934,77,Moderate Impact,High,60,10,45
2025,Canada,Accenture,Data Scientist,Mid,125141,96,High Demand,Low,70,9,37
2024,India,Wipro,Backend Developer,Mid,14870,62,Moderate Impact,Medium,89,9,44
2025,Canada,OpenAI,ML Engineer,Junior,127222,100,High Demand,Low,51,10,44
2025,Germany,TCS,Data Analyst,Senior,106687,76,Growing Demand,Medium,60,6,41
2024,UK,Accenture,ML Engineer,Senior,95982,98,High Demand,Low,85,10,41
2022,UK,NVIDIA,Full Stack Developer,Junior,70783,79,Moderate Impact,High,80,7,41
2023,Canada,NVIDIA,AI Engineer,Junior,144593,100,High Demand,Low,75,8,45
2025,USA,NVIDIA,Backend Developer,Junior,139013,65,Moderate Impact,High,54,6,44
2022,USA,OpenAI,AI Engineer,Mid,188938,84,High Demand,Low,51,10,36
2024,Canada,TCS,Backend Developer,Senior,117965,57,Moderate Impact,High,59,9,42
2023,Canada,Infosys,ML Engineer,Junior,117710,90,High Demand,Low,74,7,37
2025,UK,TCS,AI Engineer,Senior,117867,86,High Demand,Low,54,10,40
2022,USA,Microsoft,Frontend Developer,Mid,141657,69,Moderate Impact,Medium,72,6,45
2024,Canada,Accenture,Data Scientist,Junior,144965,78,High Demand,Low,56,10,44
2024,UK,Meta,Mobile Developer,Senior,105648,65,Moderate Impact,High,74,10,44
2023,UK,NVIDIA,Full Stack Developer,Mid,84751,67,Moderate Impact,Medium,51,10,42
2023,Germany,Infosys,Frontend Developer,Senior,84532,90,Moderate Impact,High,56,6,46
2024,India,Meta,Data Analyst,Junior,35581,100,Growing Demand,Medium,74,6,40
2022,Germany,Google,Frontend Developer,Mid,111179,70,Moderate Impact,High,52,8,36
2023,India,Amazon,Full Stack Developer,Senior,38472,69,Moderate Impact,Medium,90,8,42
2022,UK,Microsoft,Full Stack Developer,Mid,69243,80,Moderate Impact,High,81,9,48
2024,Australia,Wipro,Frontend Developer,Senior,107157,83,Moderate Impact,Medium,82,8,35
2024,USA,Meta,Backend Developer,Senior,140042,72,Moderate Impact,Medium,63,10,39
2023,Germany,Google,Backend Developer,Senior,94729,59,Moderate Impact,Medium,89,8,43
2024,Germany,Wipro,Data Analyst,Junior,97950,88,Growing Demand,Medium,56,9,36
2022,Australia,Infosys,Full Stack Developer,Mid,78722,83,Moderate Impact,High,88,9,44
2023,USA,Wipro,Mobile Developer,Mid,110970,68,Moderate Impact,High,67,7,50
2023,USA,Microsoft,Frontend Developer,Senior,158723,52,Moderate Impact,High,80,8,50
2022,Germany,Meta,Backend Developer,Junior,84477,62,Moderate Impact,Medium,64,7,41
2025,USA,Google,AI Engineer,Junior,157304,100,High Demand,Low,68,9,46
2025,India,Infosys,ML Engineer,Junior,35826,75,High Demand,Low,55,8,49
2022,Germany,Google,Mobile Developer,Mid,115122,62,Moderate Impact,High,73,7,39
2022,USA,OpenAI,Full Stack Developer,Senior,124264,67,Moderate Impact,High,85,7,35
2024,Germany,TCS,Data Scientist,Junior,166817,96,High Demand,Low,72,8,37
2023,UK,NVIDIA,Frontend Developer,Mid,93020,79,Moderate Impact,Medium,66,7,49
2022,Canada,Meta,Data Analyst,Junior,105325,91,Growing Demand,Medium,86,10,35
2024,UK,OpenAI,Backend Developer,Mid,100475,54,Moderate Impact,Medium,69,10,38
2022,Australia,Infosys,Full Stack Developer,Mid,89553,52,Moderate Impact,High,79,6,43
2024,Australia,Accenture,Full Stack Developer,Junior,86612,80,Moderate Impact,Medium,58,6,42
2024,Germany,Microsoft,Backend Developer,Mid,117393,81,Moderate Impact,High,53,8,49
2025,Australia,Accenture,ML Engineer,Junior,145482,95,High Demand,Low,80,9,37
2023,India,Amazon,Data Scientist,Senior,29307,97,High Demand,Low,84,6,38
2025,Germany,Microsoft,ML Engineer,Junior,126702,79,High Demand,Low,76,10,36
2024,Canada,Accenture,Data Scientist,Junior,149127,100,High Demand,Low,83,6,44
2022,India,Wipro,Data Scientist,Junior,48642,75,High Demand,Low,88,8,39
2024,India,Google,Full Stack Developer,Junior,39499,86,Moderate Impact,High,63,10,38
2025,USA,TCS,ML Engineer,Junior,255666,94,High Demand,Low,90,9,35
2025,UK,Microsoft,AI Engineer,Mid,132944,100,High Demand,Low,76,7,36
2025,Canada,Meta,Full Stack Developer,Junior,101555,78,Moderate Impact,Medium,89,7,50
2025,Canada,Wipro,Backend Developer,Mid,119679,58,Moderate Impact,High,80,7,44
2022,Germany,Meta,Mobile Developer,Mid,107242,74,Moderate Impact,Medium,86,9,44
2025,India,Infosys,AI Engineer,Junior,27557,81,High Demand,Low,86,7,43
2022,Canada,NVIDIA,Frontend Developer,Mid,77526,85,Moderate Impact,High,84,6,36
2025,USA,Amazon,ML Engineer,Senior,158191,90,High Demand,Low,62,6,45
2023,Canada,Google,AI Engineer,Senior,136872,98,High Demand,Low,76,9,40
2025,USA,Accenture,Backend Developer,Senior,176879,71,Moderate Impact,Medium,55,6,42
2025,UK,IBM,Data Analyst,Junior,69523,74,Growing Demand,Medium,74,10,43
2025,Canada,Microsoft,Mobile Developer,Senior,90110,52,Moderate Impact,High,66,8,45
2022,USA,Google,Data Scientist,Mid,162492,100,High Demand,Low,71,7,41
2024,Australia,OpenAI,Full Stack Developer,Junior,109673,71,Moderate Impact,High,78,9,37
2024,India,Microsoft,Mobile Developer,Junior,37021,74,Moderate Impact,High,53,6,38
2022,Canada,Accenture,Full Stack Developer,Mid,104953,70,Moderate Impact,Medium,77,8,43
2023,India,TCS,Full Stack Developer,Senior,36071,88,Moderate Impact,Medium,74,8,36
2022,UK,OpenAI,Backend Developer,Junior,77143,94,Moderate Impact,Medium,55,6,37
2022,UK,Microsoft,Data Scientist,Junior,88035,92,High Demand,Low,53,8,39
2022,Germany,OpenAI,Data Analyst,Mid,94062,100,Growing Demand,Medium,51,9,35
2025,Australia,OpenAI,AI Engineer,Senior,174518,100,High Demand,Low,56,10,38
2024,USA,OpenAI,Data Analyst,Senior,152055,76,Growing Demand,Medium,70,8,42
2025,UK,Wipro,Full Stack Developer,Senior,103212,61,Moderate Impact,High,52,8,50
2024,Germany,IBM,Data Analyst,Junior,106086,95,Growing Demand,Medium,84,8,50
2022,USA,Wipro,Full Stack Developer,Mid,152693,52,Moderate Impact,Medium,80,9,35
2025,India,Infosys,Data Analyst,Mid,28557,92,Growing Demand,Medium,77,9,40
2024,Canada,Infosys,Data Analyst,Mid,113726,100,Growing Demand,Medium,50,10,46
2024,UK,TCS,Data Analyst,Junior,102551,89,Growing Demand,Medium,75,8,45
2022,Canada,Microsoft,ML Engineer,Senior,94956,80,High Demand,Low,68,8,45
2023,UK,OpenAI,Frontend Developer,Junior,93767,53,Moderate Impact,High,58,10,37
2023,UK,Microsoft,ML Engineer,Senior,146430,100,High Demand,Low,51,9,35
2025,Australia,Accenture,Backend Developer,Mid,121490,78,Moderate Impact,Medium,55,8,49
2023,Australia,Microsoft,Data Analyst,Junior,120374,87,Growing Demand,Medium,72,9,49
2023,India,OpenAI,Mobile Developer,Senior,23732,66,Moderate Impact,Medium,53,7,47
2023,USA,TCS,Data Scientist,Senior,146068,75,High Demand,Low,85,6,49
2024,USA,Microsoft,ML Engineer,Senior,238387,77,High Demand,Low,82,6,44
2024,India,Wipro,Mobile Developer,Junior,26420,66,Moderate Impact,Medium,57,9,38
2024,Canada,NVIDIA,Full Stack Developer,Junior,113906,80,Moderate Impact,Medium,56,9,42
2023,Germany,OpenAI,Backend Developer,Junior,85317,76,Moderate Impact,High,87,8,49
2025,Germany,Wipro,Data Scientist,Junior,115407,75,High Demand,Low,75,7,47
2025,USA,Amazon,Backend Developer,Senior,105734,88,Moderate Impact,High,87,6,45
2023,Canada,Meta,Data Analyst,Junior,79010,79,Growing Demand,Medium,66,6,37
2022,Germany,Wipro,ML Engineer,Mid,114195,77,High Demand,Low,83,6,38
2022,Australia,Meta,AI Engineer,Mid,149677,96,High Demand,Low,77,10,47
2022,USA,Meta,Full Stack Developer,Senior,150425,60,Moderate Impact,High,55,9,48
2023,India,IBM,Frontend Developer,Mid,21636,67,Moderate Impact,Medium,72,7,39
2025,India,Microsoft,ML Engineer,Mid,38962,85,High Demand,Low,60,9,38
2024,India,IBM,ML Engineer,Junior,37309,97,High Demand,Low,52,8,47
2023,Germany,Wipro,Data Scientist,Senior,161599,100,High Demand,Low,79,9,35
2025,Germany,Infosys,Frontend Developer,Senior,110257,61,Moderate Impact,High,76,8,41
2025,India,Microsoft,Mobile Developer,Junior,18505,69,Moderate Impact,Medium,52,10,43
2023,Canada,TCS,Backend Developer,Mid,76746,69,Moderate Impact,Medium,89,7,41
2025,USA,Microsoft,Data Analyst,Mid,162361,77,Growing Demand,Medium,71,10,50
2023,India,Accenture,Mobile Developer,Senior,39786,84,Moderate Impact,Medium,87,10,46
2025,Germany,Meta,Mobile Developer,Mid,124447,53,Moderate Impact,Medium,78,8,42
2022,Canada,IBM,Data Analyst,Mid,109704,71,Growing Demand,Medium,75,7,43
2024,Australia,Accenture,Data Analyst,Senior,88695,78,Growing Demand,Medium,86,9,45
2023,India,Amazon,Frontend Developer,Senior,20162,64,Moderate Impact,High,82,9,47
2023,India,Microsoft,Backend Developer,Mid,20589,78,Moderate Impact,Medium,72,7,38
2025,India,OpenAI,Full Stack Developer,Junior,29812,67,Moderate Impact,High,58,7,35
2025,India,TCS,Full Stack Developer,Mid,26027,63,Moderate Impact,Medium,77,10,38
2022,USA,Amazon,Full Stack Developer,Mid,120293,76,Moderate Impact,Medium,87,10,47
2024,Canada,Meta,Mobile Developer,Mid,112555,78,Moderate Impact,High,85,6,36
2024,Australia,Meta,Data Analyst,Senior,85828,82,Growing Demand,Medium,90,9,36
2025,USA,Wipro,ML Engineer,Junior,210880,84,High Demand,Low,73,8,35
2024,USA,Amazon,Frontend Developer,Junior,167539,68,Moderate Impact,High,90,9,50
2022,Germany,Amazon,Data Scientist,Junior,121768,84,High Demand,Low,77,10,47
2023,USA,Meta,Mobile Developer,Junior,123914,87,Moderate Impact,High,55,10,42
2025,Australia,Meta,Full Stack Developer,Senior,130664,77,Moderate Impact,High,72,9,36
2023,Germany,NVIDIA,Frontend Developer,Mid,111295,80,Moderate Impact,High,87,10,41
2022,Australia,OpenAI,Backend Developer,Senior,114790,61,Moderate Impact,Medium,60,10,38
2024,Australia,Amazon,Frontend Developer,Mid,99546,74,Moderate Impact,Medium,62,10,44
2022,Australia,Infosys,ML Engineer,Junior,161119,87,High Demand,Low,67,10,42
2023,India,Microsoft,ML Engineer,Mid,30635,100,High Demand,Low,51,8,45
2025,Germany,TCS,Full Stack Developer,Mid,119241,68,Moderate Impact,High,63,9,47
2025,USA,IBM,Mobile Developer,Mid,170209,69,Moderate Impact,High,61,10,39
2022,Australia,Wipro,AI Engineer,Mid,148571,94,High Demand,Low,84,10,35
2024,Canada,Google,ML Engineer,Mid,115820,80,High Demand,Low,87,7,48
2024,Germany,OpenAI,Full Stack Developer,Senior,120195,61,Moderate Impact,High,65,8,41
2023,USA,Meta,Data Scientist,Senior,171461,100,High Demand,Low,87,10,37
2025,Canada,Accenture,Data Analyst,Junior,91520,97,Growing Demand,Medium,69,7,43
2025,India,Wipro,Backend Developer,Senior,28864,63,Moderate Impact,High,79,6,40
2022,UK,TCS,Mobile Developer,Junior,80027,60,Moderate Impact,High,62,8,44
2022,UK,OpenAI,Frontend Developer,Mid,89633,84,Moderate Impact,Medium,57,7,43
2022,Canada,Microsoft,Data Analyst,Junior,89247,76,Growing Demand,Medium,78,6,35
2024,Australia,Accenture,Backend Developer,Junior,130478,58,Moderate Impact,Medium,51,8,35
2023,Australia,OpenAI,Backend Developer,Senior,93924,76,Moderate Impact,High,75,6,45
2024,India,Accenture,ML Engineer,Junior,18219,89,High Demand,Low,72,6,37
2024,Canada,Google,Mobile Developer,Mid,120248,69,Moderate Impact,High,53,6,45
2025,UK,Amazon,Frontend Developer,Junior,73094,75,Moderate Impact,High,68,7,40
2025,Germany,Infosys,Data Scientist,Senior,174433,84,High Demand,Low,90,6,35
2024,USA,Microsoft,Full Stack Developer,Senior,159882,84,Moderate Impact,Medium,74,6,47
2025,India,Meta,Mobile Developer,Senior,44465,62,Moderate Impact,High,52,6,50
2022,USA,OpenAI,Mobile Developer,Senior,156972,60,Moderate Impact,High,78,8,37
2024,UK,Microsoft,Full Stack Developer,Senior,67607,67,Moderate Impact,Medium,58,8,48
2022,UK,IBM,Mobile Developer,Senior,82955,67,Moderate Impact,High,74,6,50
2022,USA,IBM,Backend Developer,Senior,108930,75,Moderate Impact,High,56,6,47
2023,Australia,Wipro,Data Scientist,Senior,113366,95,High Demand,Low,68,8,45
2022,UK,TCS,Data Scientist,Mid,132284,100,High Demand,Low,87,6,48
2022,USA,Accenture,ML Engineer,Mid,182443,100,High Demand,Low,89,8,41
2022,USA,OpenAI,Data Scientist,Junior,148603,100,High Demand,Low,85,9,50
2025,Australia,IBM,Data Scientist,Junior,160362,92,High Demand,Low,50,7,50
2022,Germany,Meta,ML Engineer,Senior,102338,100,High Demand,Low,54,6,41
2023,India,NVIDIA,AI Engineer,Senior,40975,85,High Demand,Low,73,7,45
2025,UK,OpenAI,Data Analyst,Junior,69458,88,Growing Demand,Medium,69,7,44
2023,UK,TCS,Mobile Developer,Junior,83421,63,Moderate Impact,Medium,79,10,49
2024,USA,Microsoft,Data Scientist,Junior,185390,97,High Demand,Low,89,8,37
2022,Germany,Meta,Data Scientist,Junior,123488,100,High Demand,Low,90,7,49
2025,USA,OpenAI,Data Scientist,Senior,179202,100,High Demand,Low,69,6,49
2025,Australia,Microsoft,Backend Developer,Mid,93382,85,Moderate Impact,High,56,6,44
2025,Canada,Microsoft,Data Analyst,Senior,125586,68,Growing Demand,Medium,73,6,41
2024,USA,TCS,Data Analyst,Junior,102236,74,Growing Demand,Medium,85,6,49
